WORK_ZONE_NAME;ZIPCODE;PAIS;ESTADO;Label
HEREDIA, SANTO DOMINGO, C.P. 40302;40302;CR;active;CR40302
HEREDIA, SANTO DOMINGO, C.P. 40303;40303;CR;active;CR40303
HEREDIA, SANTO DOMINGO, C.P. 40304;40304;CR;active;CR40304
HEREDIA, SANTO DOMINGO, C.P. 40305;40305;CR;active;CR40305
HEREDIA, SANTO DOMINGO, C.P. 40306;40306;CR;active;CR40306
HEREDIA, SANTO DOMINGO, C.P. 40307;40307;CR;active;CR40307
HEREDIA, SANTO DOMINGO, C.P. 40308;40308;CR;active;CR40308
HEREDIA, SANTA BARBARA, C.P. 40401;40401;CR;active;CR40401
HEREDIA, SANTA BARBARA, C.P. 40402;40402;CR;active;CR40402
HEREDIA, SANTA BARBARA, C.P. 40403;40403;CR;active;CR40403
HEREDIA, SANTA BARBARA, C.P. 40404;40404;CR;active;CR40404
HEREDIA, SANTA BARBARA, C.P. 40405;40405;CR;active;CR40405
HEREDIA, SANTA BARBARA, C.P. 40406;40406;CR;active;CR40406
HEREDIA, SAN RAFAEL, C.P. 40501;40501;CR;active;CR40501
HEREDIA, SAN RAFAEL, C.P. 40502;40502;CR;active;CR40502
HEREDIA, SAN RAFAEL, C.P. 40503;40503;CR;active;CR40503
HEREDIA, SAN RAFAEL, C.P. 40504;40504;CR;active;CR40504
HEREDIA, SAN RAFAEL, C.P. 40505;40505;CR;active;CR40505
HEREDIA, SAN ISIDRO, C.P. 40601;40601;CR;active;CR40601
HEREDIA, SAN ISIDRO, C.P. 40602;40602;CR;active;CR40602
HEREDIA, SAN ISIDRO, C.P. 40603;40603;CR;active;CR40603
HEREDIA, SAN ISIDRO, C.P. 40604;40604;CR;active;CR40604
HEREDIA, BELEN, C.P. 40701;40701;CR;active;CR40701
HEREDIA, BELEN, C.P. 40702;40702;CR;active;CR40702
HEREDIA, BELEN, C.P. 40703;40703;CR;active;CR40703
HEREDIA, FLORES, C.P. 40801;40801;CR;active;CR40801
HEREDIA, FLORES, C.P. 40802;40802;CR;active;CR40802
HEREDIA, FLORES, C.P. 40803;40803;CR;active;CR40803
HEREDIA, SAN PABLO, C.P. 40901;40901;CR;active;CR40901
HEREDIA, SAN PABLO, C.P. 40902;40902;CR;active;CR40902
HEREDIA, SARAPIQUI, C.P. 41001;41001;CR;active;CR41001
HEREDIA, SARAPIQUI, C.P. 41002;41002;CR;active;CR41002
HEREDIA, SARAPIQUI, C.P. 41003;41003;CR;active;CR41003
HEREDIA, SARAPIQUI, C.P. 41004;41004;CR;active;CR41004
HEREDIA, SARAPIQUI, C.P. 41005;41005;CR;active;CR41005
GUANACASTE, LIBERIA, C.P. 50101;50101;CR;active;CR50101
GUANACASTE, LIBERIA, C.P. 50102;50102;CR;active;CR50102
GUANACASTE, LIBERIA, C.P. 50103;50103;CR;active;CR50103
GUANACASTE, LIBERIA, C.P. 50104;50104;CR;active;CR50104
GUANACASTE, LIBERIA, C.P. 50105;50105;CR;active;CR50105
GUANACASTE, NICOYA, C.P. 50201;50201;CR;active;CR50201
GUANACASTE, NICOYA, C.P. 50202;50202;CR;active;CR50202
GUANACASTE, NICOYA, C.P. 50203;50203;CR;active;CR50203
GUANACASTE, NICOYA, C.P. 50204;50204;CR;active;CR50204
GUANACASTE, NICOYA, C.P. 50205;50205;CR;active;CR50205
GUANACASTE, NICOYA, C.P. 50206;50206;CR;active;CR50206
GUANACASTE, NICOYA, C.P. 50207;50207;CR;active;CR50207
GUANACASTE, SANTA CRUZ, C.P. 50301;50301;CR;active;CR50301
GUANACASTE, SANTA CRUZ, C.P. 50302;50302;CR;active;CR50302
GUANACASTE, SANTA CRUZ, C.P. 50303;50303;CR;active;CR50303
GUANACASTE, SANTA CRUZ, C.P. 50304;50304;CR;active;CR50304
GUANACASTE, SANTA CRUZ, C.P. 50305;50305;CR;active;CR50305
GUANACASTE, SANTA CRUZ, C.P. 50306;50306;CR;active;CR50306
GUANACASTE, SANTA CRUZ, C.P. 50307;50307;CR;active;CR50307
GUANACASTE, SANTA CRUZ, C.P. 50308;50308;CR;active;CR50308
GUANACASTE, SANTA CRUZ, C.P. 50309;50309;CR;active;CR50309
GUANACASTE, BAGACES, C.P. 50401;50401;CR;active;CR50401
GUANACASTE, BAGACES, C.P. 50402;50402;CR;active;CR50402
GUANACASTE, BAGACES, C.P. 50403;50403;CR;active;CR50403
GUANACASTE, BAGACES, C.P. 50404;50404;CR;active;CR50404
GUANACASTE, CARRILLO, C.P. 50501;50501;CR;active;CR50501
GUANACASTE, CARRILLO, C.P. 50502;50502;CR;active;CR50502
GUANACASTE, CARRILLO, C.P. 50503;50503;CR;active;CR50503
GUANACASTE, CARRILLO, C.P. 50504;50504;CR;active;CR50504
GUANACASTE, CAÑAS, C.P. 50601;50601;CR;active;CR50601
GUANACASTE, CAÑAS, C.P. 50602;50602;CR;active;CR50602
GUANACASTE, CAÑAS, C.P. 50603;50603;CR;active;CR50603
GUANACASTE, CAÑAS, C.P. 50604;50604;CR;active;CR50604
GUANACASTE, CAÑAS, C.P. 50605;50605;CR;active;CR50605
GUANACASTE, ABANGARES, C.P. 50701;50701;CR;active;CR50701
GUANACASTE, ABANGARES, C.P. 50702;50702;CR;active;CR50702
GUANACASTE, ABANGARES, C.P. 50703;50703;CR;active;CR50703
GUANACASTE, ABANGARES, C.P. 50704;50704;CR;active;CR50704
GUANACASTE, TILARAN, C.P. 50801;50801;CR;active;CR50801
GUANACASTE, TILARAN, C.P. 50802;50802;CR;active;CR50802
GUANACASTE, TILARAN, C.P. 50803;50803;CR;active;CR50803
GUANACASTE, TILARAN, C.P. 50804;50804;CR;active;CR50804
GUANACASTE, TILARAN, C.P. 50805;50805;CR;active;CR50805
GUANACASTE, TILARAN, C.P. 50806;50806;CR;active;CR50806
GUANACASTE, TILARAN, C.P. 50807;50807;CR;active;CR50807
GUANACASTE, NANDAYURE, C.P. 50901;50901;CR;active;CR50901
GUANACASTE, NANDAYURE, C.P. 50902;50902;CR;active;CR50902
GUANACASTE, NANDAYURE, C.P. 50903;50903;CR;active;CR50903
GUANACASTE, NANDAYURE, C.P. 50904;50904;CR;active;CR50904
GUANACASTE, NANDAYURE, C.P. 50905;50905;CR;active;CR50905
GUANACASTE, NANDAYURE, C.P. 50906;50906;CR;active;CR50906
GUANACASTE, LA CRUZ, C.P. 51001;51001;CR;active;CR51001
GUANACASTE, LA CRUZ, C.P. 51002;51002;CR;active;CR51002
GUANACASTE, LA CRUZ, C.P. 51003;51003;CR;active;CR51003
GUANACASTE, LA CRUZ, C.P. 51004;51004;CR;active;CR51004
GUANACASTE, HOJANCHA, C.P. 51101;51101;CR;active;CR51101
GUANACASTE, HOJANCHA, C.P. 51102;51102;CR;active;CR51102
GUANACASTE, HOJANCHA, C.P. 51103;51103;CR;active;CR51103
GUANACASTE, HOJANCHA, C.P. 51104;51104;CR;active;CR51104
PUNTARENAS, PUNTARENAS, C.P. 60101;60101;CR;active;CR60101
PUNTARENAS, PUNTARENAS, C.P. 60102;60102;CR;active;CR60102
PUNTARENAS, PUNTARENAS, C.P. 60103;60103;CR;active;CR60103
PUNTARENAS, PUNTARENAS, C.P. 60104;60104;CR;active;CR60104
PUNTARENAS, PUNTARENAS, C.P. 60105;60105;CR;active;CR60105
PUNTARENAS, PUNTARENAS, C.P. 60106;60106;CR;active;CR60106
PUNTARENAS, PUNTARENAS, C.P. 60107;60107;CR;active;CR60107
PUNTARENAS, PUNTARENAS, C.P. 60108;60108;CR;active;CR60108
PUNTARENAS, PUNTARENAS, C.P. 60109;60109;CR;active;CR60109
PUNTARENAS, PUNTARENAS, C.P. 60110;60110;CR;active;CR60110
PUNTARENAS, PUNTARENAS, C.P. 60111;60111;CR;active;CR60111
PUNTARENAS, PUNTARENAS, C.P. 60112;60112;CR;active;CR60112
PUNTARENAS, PUNTARENAS, C.P. 60113;60113;CR;active;CR60113
PUNTARENAS, PUNTARENAS, C.P. 60114;60114;CR;active;CR60114
PUNTARENAS, PUNTARENAS, C.P. 60115;60115;CR;active;CR60115
PUNTARENAS, PUNTARENAS, C.P. 60116;60116;CR;active;CR60116
PUNTARENAS, ESPARZA, C.P. 60201;60201;CR;active;CR60201
PUNTARENAS, ESPARZA, C.P. 60202;60202;CR;active;CR60202
PUNTARENAS, ESPARZA, C.P. 60203;60203;CR;active;CR60203
PUNTARENAS, ESPARZA, C.P. 60204;60204;CR;active;CR60204
PUNTARENAS, ESPARZA, C.P. 60205;60205;CR;active;CR60205
PUNTARENAS, BUENOS AIRES, C.P. 60301;60301;CR;active;CR60301
PUNTARENAS, BUENOS AIRES, C.P. 60302;60302;CR;active;CR60302
PUNTARENAS, BUENOS AIRES, C.P. 60303;60303;CR;active;CR60303
PUNTARENAS, BUENOS AIRES, C.P. 60304;60304;CR;active;CR60304
PUNTARENAS, BUENOS AIRES, C.P. 60305;60305;CR;active;CR60305
PUNTARENAS, BUENOS AIRES, C.P. 60306;60306;CR;active;CR60306
PUNTARENAS, BUENOS AIRES, C.P. 60307;60307;CR;active;CR60307
PUNTARENAS, BUENOS AIRES, C.P. 60308;60308;CR;active;CR60308
PUNTARENAS, BUENOS AIRES, C.P. 60309;60309;CR;active;CR60309
PUNTARENAS, MONTES DE ORO, C.P. 60401;60401;CR;active;CR60401
PUNTARENAS, MONTES DE ORO, C.P. 60402;60402;CR;active;CR60402
PUNTARENAS, MONTES DE ORO, C.P. 60403;60403;CR;active;CR60403
PUNTARENAS, OSA, C.P. 60501;60501;CR;active;CR60501
PUNTARENAS, OSA, C.P. 60502;60502;CR;active;CR60502
PUNTARENAS, OSA, C.P. 60503;60503;CR;active;CR60503
PUNTARENAS, OSA, C.P. 60504;60504;CR;active;CR60504
PUNTARENAS, OSA, C.P. 60505;60505;CR;active;CR60505
PUNTARENAS, AGUIRRE, C.P. 60601;60601;CR;active;CR60601
PUNTARENAS, AGUIRRE, C.P. 60602;60602;CR;active;CR60602
PUNTARENAS, AGUIRRE, C.P. 60603;60603;CR;active;CR60603
PUNTARENAS, OSA, C.P. 60605;60605;CR;active;CR60605
PUNTARENAS, GOLFITO, C.P. 60701;60701;CR;active;CR60701
PUNTARENAS, GOLFITO, C.P. 60702;60702;CR;active;CR60702
PUNTARENAS, GOLFITO, C.P. 60703;60703;CR;active;CR60703
PUNTARENAS, GOLFITO, C.P. 60704;60704;CR;active;CR60704
PUNTARENAS, COTO BRUS, C.P. 60801;60801;CR;active;CR60801
PUNTARENAS, COTO BRUS, C.P. 60802;60802;CR;active;CR60802
PUNTARENAS, COTO BRUS, C.P. 60803;60803;CR;active;CR60803
PUNTARENAS, COTO BRUS, C.P. 60804;60804;CR;active;CR60804
PUNTARENAS, COTO BRUS, C.P. 60805;60805;CR;active;CR60805
PUNTARENAS, PARRITA, C.P. 60901;60901;CR;active;CR60901
PUNTARENAS, CORREDORES, C.P. 61001;61001;CR;active;CR61001
PUNTARENAS, CORREDORES, C.P. 61002;61002;CR;active;CR61002
PUNTARENAS, CORREDORES, C.P. 61003;61003;CR;active;CR61003
PUNTARENAS, CORREDORES, C.P. 61004;61004;CR;active;CR61004
PUNTARENAS, GARABITO, C.P. 61101;61101;CR;active;CR61101
PUNTARENAS, GARABITO, C.P. 61102;61102;CR;active;CR61102
LIMON, LIMON, C.P. 70101;70101;CR;active;CR70101
LIMON, LIMON, C.P. 70102;70102;CR;active;CR70102
LIMON, LIMON, C.P. 70103;70103;CR;active;CR70103
LIMON, LIMON, C.P. 70104;70104;CR;active;CR70104
LIMON, POCOCI, C.P. 70201;70201;CR;active;CR70201
LIMON, POCOCI, C.P. 70202;70202;CR;active;CR70202
LIMON, POCOCI, C.P. 70203;70203;CR;active;CR70203
LIMON, POCOCI, C.P. 70204;70204;CR;active;CR70204
LIMON, POCOCI, C.P. 70205;70205;CR;active;CR70205
LIMON, POCOCI, C.P. 70206;70206;CR;active;CR70206
LIMON, SIQUIRRES, C.P. 70301;70301;CR;active;CR70301
LIMON, SIQUIRRES, C.P. 70302;70302;CR;active;CR70302
LIMON, SIQUIRRES, C.P. 70303;70303;CR;active;CR70303
LIMON, SIQUIRRES, C.P. 70304;70304;CR;active;CR70304
LIMON, SIQUIRRES, C.P. 70305;70305;CR;active;CR70305
LIMON, SIQUIRRES, C.P. 70306;70306;CR;active;CR70306
LIMON, TALAMANCA, C.P. 70401;70401;CR;active;CR70401
LIMON, TALAMANCA, C.P. 70402;70402;CR;active;CR70402
LIMON, TALAMANCA, C.P. 70403;70403;CR;active;CR70403
LIMON, TALAMANCA, C.P. 70404;70404;CR;active;CR70404
LIMON, MATINA, C.P. 70501;70501;CR;active;CR70501
LIMON, MATINA, C.P. 70502;70502;CR;active;CR70502
LIMON, MATINA, C.P. 70503;70503;CR;active;CR70503
LIMON, GUACIMO, C.P. 70601;70601;CR;active;CR70601
LIMON, GUACIMO, C.P. 70602;70602;CR;active;CR70602
LIMON, GUACIMO, C.P. 70603;70603;CR;active;CR70603
LIMON, GUACIMO, C.P. 70604;70604;CR;active;CR70604
LIMON, GUACIMO, C.P. 70605;70605;CR;active;CR70605
SAN JOSE,CENTRAL, C.P.11001;11001;CR;active;CR11001
SAN JOSE,CENTRAL, C.P.10202;10202;CR;active;CR10202
SAN JOSE,CENTRAL, C.P.11804;11804;CR;active;CR11804
SAN JOSE,CENTRAL, C.P.10801;10801;CR;active;CR10801
SAN JOSE,CENTRAL, C.P.60103;60103;CR;active;CR60103
SAN JOSE,CENTRAL, C.P.10203;10203;CR;active;CR10203
SAN JOSE,CENTRAL, C.P.11005;11005;CR;active;CR11005
SAN JOSE,CENTRAL, C.P.10301;10301;CR;active;CR10301
SAN JOSE,CENTRAL, C.P.11501;11501;CR;active;CR11501
SAN JOSE,CENTRAL, C.P.11201;11201;CR;active;CR11201
SAN JOSE,CENTRAL, C.P.11302;11302;CR;active;CR11302
SAN JOSE,CENTRAL, C.P.40901;40901;CR;active;CR40901
SAN JOSE,CENTRAL, C.P.30104;30104;CR;active;CR30104
SAN JOSE,CENTRAL, C.P.61101;61101;CR;active;CR61101
SAN JOSE,CENTRAL, C.P.11801;11801;CR;active;CR11801
SAN JOSE,CENTRAL, C.P.10105;10105;CR;active;CR10105
SAN JOSE,CENTRAL, C.P.60111;60111;CR;active;CR60111
SAN JOSE,CENTRAL, C.P.11502;11502;CR;active;CR11502
SAN JOSE,CENTRAL, C.P.70603;70603;CR;active;CR70603
SAN JOSE,CENTRAL, C.P.10102;10102;CR;active;CR10102
SAN JOSE,CENTRAL, C.P.10110;10110;CR;active;CR10110
SAN JOSE,CENTRAL, C.P.40603;40603;CR;active;CR40603
SAN JOSE,CENTRAL, C.P.10101;10101;CR;active;CR10101
SAN JOSE,CENTRAL, C.P.10103;10103;CR;active;CR10103
SAN JOSE,CENTRAL, C.P.20101;20101;CR;active;CR20101
SAN JOSE,CENTRAL, C.P.10107;10107;CR;active;CR10107
SAN JOSE,CENTRAL, C.P.10601;10601;CR;active;CR10601
SAN JOSE,CENTRAL, C.P.10108;10108;CR;active;CR10108
SAN JOSE,CENTRAL, C.P.10109;10109;CR;active;CR10109
SAN JOSE,CENTRAL, C.P.10111;10111;CR;active;CR10111
SAN JOSE,CENTRAL, C.P.10106;10106;CR;active;CR10106
SAN JOSE,CENTRAL, C.P.10104;10104;CR;active;CR10104
SAN JOSE,CENTRAL, C.P.20105;20105;CR;active;CR20105
PUNTARENAS,QUEPOS, C.P.11205;11205;CR;active;CR11205
PUNTARENAS,QUEPOS, C.P.60503;60503;CR;active;CR60503
PUNTARENAS,QUEPOS, C.P.61101;61101;CR;active;CR61101
PUNTARENAS,QUEPOS, C.P.60801;60801;CR;active;CR60801
PUNTARENAS,QUEPOS, C.P.60901;60901;CR;active;CR60901
PUNTARENAS,QUEPOS, C.P.60603;60603;CR;active;CR60603
PUNTARENAS,QUEPOS, C.P.60602;60602;CR;active;CR60602
PUNTARENAS,QUEPOS, C.P.60601;60601;CR;active;CR60601
PUNTARENAS,CENTRAL, C.P.60401;60401;CR;active;CR60401
PUNTARENAS,CENTRAL, C.P.60113;60113;CR;active;CR60113
PUNTARENAS,CENTRAL, C.P.50201;50201;CR;active;CR50201
PUNTARENAS,CENTRAL, C.P.60115;60115;CR;active;CR60115
PUNTARENAS,CENTRAL, C.P.60107;60107;CR;active;CR60107
PUNTARENAS,CENTRAL, C.P.60102;60102;CR;active;CR60102
PUNTARENAS,CENTRAL, C.P.61101;61101;CR;active;CR61101
PUNTARENAS,CENTRAL, C.P.60112;60112;CR;active;CR60112
PUNTARENAS,CENTRAL, C.P.60108;60108;CR;active;CR60108
PUNTARENAS,CENTRAL, C.P.60109;60109;CR;active;CR60109
PUNTARENAS,CENTRAL, C.P.60106;60106;CR;active;CR60106
PUNTARENAS,CENTRAL, C.P.60105;60105;CR;active;CR60105
PUNTARENAS,CENTRAL, C.P.60101;60101;CR;active;CR60101
PUNTARENAS,CENTRAL, C.P.60114;60114;CR;active;CR60114
PUNTARENAS,CENTRAL, C.P.60111;60111;CR;active;CR60111
PUNTARENAS,CENTRAL, C.P.60104;60104;CR;active;CR60104
PUNTARENAS,CENTRAL, C.P.60103;60103;CR;active;CR60103
CARTAGO,CENTRAL, C.P.30802;30802;CR;active;CR30802
CARTAGO,CENTRAL, C.P.30401;30401;CR;active;CR30401
CARTAGO,CENTRAL, C.P.30703;30703;CR;active;CR30703
CARTAGO,CENTRAL, C.P.10309;10309;CR;active;CR10309
CARTAGO,CENTRAL, C.P.30501;30501;CR;active;CR30501
CARTAGO,central, C.P.30705;30705;CR;active;CR30705
CARTAGO,CENTRAL, C.P.11908;11908;CR;active;CR11908
CARTAGO,CENTRAL, C.P.10305;10305;CR;active;CR10305
CARTAGO,CENTRAL, C.P.30301;30301;CR;active;CR30301
CARTAGO,CENTRAL, C.P.30203;30203;CR;active;CR30203
CARTAGO,CENTRAL, C.P.30201;30201;CR;active;CR30201
CARTAGO,CENTRAL, C.P.30803;30803;CR;active;CR30803
CARTAGO,CENTRAL, C.P.30306;30306;CR;active;CR30306
CARTAGO,CENTRAL, C.P.30702;30702;CR;active;CR30702
CARTAGO,CENTRAL, C.P.30801;30801;CR;active;CR30801
CARTAGO,CENTRAL, C.P.30110;30110;CR;active;CR30110
CARTAGO,CENTRAL, C.P.30111;30111;CR;active;CR30111
CARTAGO,CENTRAL, C.P.30303;30303;CR;active;CR30303
CARTAGO,CENTRAL, C.P.30106;30106;CR;active;CR30106
CARTAGO,CENTRAL, C.P.30103;30103;CR;active;CR30103
CARTAGO,CENTRAL, C.P.30109;30109;CR;active;CR30109
CARTAGO,CENTRAL, C.P.30602;30602;CR;active;CR30602
CARTAGO,CENTRAL, C.P.30701;30701;CR;active;CR30701
CARTAGO,CENTRAL, C.P.30105;30105;CR;active;CR30105
CARTAGO,CENTRAL, C.P.30107;30107;CR;active;CR30107
CARTAGO,CENTRAL, C.P.30104;30104;CR;active;CR30104
CARTAGO,CENTRAL, C.P.30101;30101;CR;active;CR30101
CARTAGO,CENTRAL, C.P.30108;30108;CR;active;CR30108
CARTAGO,CENTRAL, C.P.30102;30102;CR;active;CR30102
ALAJUELA,CENTRAL, C.P.40101;40101;CR;active;CR40101
ALAJUELA,CENTRAL, C.P.40402;40402;CR;active;CR40402
ALAJUELA,CENTRAL, C.P.60504;60504;CR;active;CR60504
ALAJUELA,CENTRAL, C.P.21006;21006;CR;active;CR21006
ALAJUELA,CENTRAL, C.P.10101;10101;CR;active;CR10101
ALAJUELA,CENTRAL, C.P.60105;60105;CR;active;CR60105
ALAJUELA,CENTRAL, C.P.40105;40105;CR;active;CR40105
ALAJUELA,CENTRAL, C.P.20901;20901;CR;active;CR20901
ALAJUELA,CENTRAL, C.P.20802;20802;CR;active;CR20802
ALAJUELA,CENTRAL, C.P.20301;20301;CR;active;CR20301
ALAJUELA,CENTRAL, C.P.60109;60109;CR;active;CR60109
ALAJUELA,CENTRAL, C.P.41001;41001;CR;active;CR41001
ALAJUELA,CENTRAL, C.P.20905;20905;CR;active;CR20905
ALAJUELA,CENTRAL, C.P.20204;20204;CR;active;CR20204
ALAJUELA,CENTRAL, C.P.20109;20109;CR;active;CR20109
ALAJUELA,CENTRAL, C.P.20803;20803;CR;active;CR20803
ALAJUELA,CENTRAL, C.P.20805;20805;CR;active;CR20805
ALAJUELA,CENTRAL, C.P.20110;20110;CR;active;CR20110
ALAJUELA,CENTRAL, C.P.20801;20801;CR;active;CR20801
ALAJUELA,CENTRAL, C.P.20104;20104;CR;active;CR20104
ALAJUELA,CENTRAL, C.P.20602;20602;CR;active;CR20602
ALAJUELA,CENTRAL, C.P.20114;20114;CR;active;CR20114
ALAJUELA,CENTRAL, C.P.70205;70205;CR;active;CR70205
ALAJUELA,CENTRAL, C.P.20103;20103;CR;active;CR20103
ALAJUELA,CENTRAL, C.P.20105;20105;CR;active;CR20105
ALAJUELA,CENTRAL, C.P.21102;21102;CR;active;CR21102
ALAJUELA,CENTRAL, C.P.20102;20102;CR;active;CR20102
ALAJUELA,CENTRAL, C.P.20101;20101;CR;active;CR20101
ALAJUELA,CENTRAL, C.P.20107;20107;CR;active;CR20107
ALAJUELA,CENTRAL, C.P.20108;20108;CR;active;CR20108
ALAJUELA,CENTRAL, C.P.20106;20106;CR;active;CR20106
ALAJUELA,CENTRAL, C.P.20113;20113;CR;active;CR20113
ALAJUELA,CENTRAL, C.P.20111;20111;CR;active;CR20111
ALAJUELA,CENTRAL, C.P.20112;20112;CR;active;CR20112
